name,ID,grade
Percy Fietsam,1513257628,93
Percy Fietsam,1513257628,20
Percy Fietsam,1513257628,28
Juli Nickols,1268125721,77
Juli Nickols,1268125721,75
Juli Nickols,1268125721,22
Kori Atchinson,1047101520,58
Kori Atchinson,1047101520,15
Kori Atchinson,1047101520,20
Pedro Rosenstock,1423478475,38
Pedro Rosenstock,1423478475,1
Britt Lablanc,1710146580,23
Britt Lablanc,1710146580,29
Britt Lablanc,1710146580,58
Britt Lablanc,1710146580,68
April Bobrow,1147044840,28
April Bobrow,1147044840,25
April Bobrow,1147044840,99
Glenna Sauerbry,1646845818,59
Glenna Sauerbry,1646845818,24
Glenna Sauerbry,1646845818,51
Lucrecia Gyurko,1330417875,6
Lucrecia Gyurko,1330417875,5
Lucrecia Gyurko,1330417875,67
Lucrecia Gyurko,1330417875,77
Willodean Bingle,1587010042,23
Willodean Bingle,1587010042,87
Willodean Bingle,1587010042,17
Willodean Bingle,1587010042,32
Cliff Roskelley,1906148240,78
Cliff Roskelley,1906148240,87
Ling Zilla,1621683086,1
Ling Zilla,1621683086,69
Ling Zilla,1621683086,93
Jarred Sale,1741124850,88
Jarred Sale,1741124850,80
Colleen Ettel,1144956722,18
Colleen Ettel,1144956722,38
Colleen Ettel,1144956722,8
Kirby Tarzia,1280258628,44
Kirby Tarzia,1280258628,85
Kirby Tarzia,1280258628,93
Mei Radle,1261215158,70
Mei Radle,1261215158,80
Mei Radle,1261215158,34
George Vanhese,1278106529,48
George Vanhese,1278106529,72
Lloyd Sivan,1623488835,63
Lloyd Sivan,1623488835,6
Lloyd Sivan,1623488835,27
Ching Sill,1664228347,88
Ching Sill,1664228347,11
Ching Sill,1664228347,28
Colby Iron,1847523705,79
Colby Iron,1847523705,67
Joslyn Muehleisen,1908635815,6
Joslyn Muehleisen,1908635815,49
Joslyn Muehleisen,1908635815,87
Elli Isidoro,1065288140,76
Elli Isidoro,1065288140,88
Elli Isidoro,1065288140,44
Harry Mcallister,1851380430,26
Harry Mcallister,1851380430,55
Harry Mcallister,1851380430,15
Mica Ards,1196508930,23
Mica Ards,1196508930,92
Jackie Wolhok,1321547631,85
Jackie Wolhok,1321547631,19
Billy Rawding,1632838074,57
Billy Rawding,1632838074,23
Billy Rawding,1632838074,99
Dian Hynek,1617170317,73
Dian Hynek,1617170317,79
Dian Hynek,1617170317,59
Akilah Reveron,1820876227,84
Akilah Reveron,1820876227,73
Iris Pokrzywa,1642662756,74
Iris Pokrzywa,1642662756,69
Iris Pokrzywa,1642662756,51
Rona Lichtenstein,1097544183,50
Rona Lichtenstein,1097544183,5
Dennis Reagle,1999680553,15
Dennis Reagle,1999680553,9
Archie Emshoff,1911065421,17
Archie Emshoff,1911065421,59
Archie Emshoff,1911065421,66
Deedee Prentiss,1421232515,83
Deedee Prentiss,1421232515,58
Deedee Prentiss,1421232515,59
Deedee Prentiss,1421232515,7
Charlene Dorset,1625586229,76
Charlene Dorset,1625586229,5
Charlene Dorset,1625586229,78
Elissa Salte,1813811257,28
Elissa Salte,1813811257,38
Shamika Lineberry,1793846477,30
Shamika Lineberry,1793846477,94
Shamika Lineberry,1793846477,50
Shamika Lineberry,1793846477,77
Melina Madril,1664683552,78
Melina Madril,1664683552,93
Caroline Mercadante,1019163980,17
Caroline Mercadante,1019163980,37
Caroline Mercadante,1019163980,53
Denna Callins,1347316194,19
Denna Callins,1347316194,85
Lyla Jimenes,1306010888,41
Lyla Jimenes,1306010888,83
Lyla Jimenes,1306010888,84
Lyla Jimenes,1306010888,21
Lucilla Edris,1590009496,73
Lucilla Edris,1590009496,35
Lucilla Edris,1590009496,58
Lucilla Edris,1590009496,35
Rosemarie Weatherhead,1539004904,30
Rosemarie Weatherhead,1539004904,13
Rosemarie Weatherhead,1539004904,58
Eddie Biser,1919137700,52
Eddie Biser,1919137700,40
Israel Purfeerst,1119371971,37
Israel Purfeerst,1119371971,23
Israel Purfeerst,1119371971,88
Jolene Conninghan,1602560058,44
Jolene Conninghan,1602560058,73
Jewel Newcomb,1022114659,14
Jewel Newcomb,1022114659,90
Christal Brock,1715285529,52
Christal Brock,1715285529,23
Christal Brock,1715285529,51
Loren Saether,1317149007,15
Loren Saether,1317149007,58
Loren Saether,1317149007,70
Loren Saether,1317149007,91
Retha Dush,1953874133,23
Retha Dush,1953874133,55
Retha Dush,1953874133,56
Retha Dush,1953874133,18
Sage Bershadsky,1106553651,23
Sage Bershadsky,1106553651,79
Sage Bershadsky,1106553651,80
Sage Bershadsky,1106553651,46
Elizabet Satawa,1400497498,49
Elizabet Satawa,1400497498,95
Tommie Speakes,1982077867,87
Tommie Speakes,1982077867,64
Tommie Speakes,1982077867,31
Patty Hornbacher,1699515112,8
Patty Hornbacher,1699515112,95
Ashley Bauerkemper,1549626623,42
Ashley Bauerkemper,1549626623,50
Ashley Bauerkemper,1549626623,29
Kirk Bouton,1511737705,21
Kirk Bouton,1511737705,42
Kirk Bouton,1511737705,14
Kirk Bouton,1511737705,54
Shanita Nanke,1504833923,82
Shanita Nanke,1504833923,87
Shanita Nanke,1504833923,35
Shanita Nanke,1504833923,7
Corazon Cusatis,1869365283,48
Corazon Cusatis,1869365283,90
Alexandria Clisham,1802065122,31
Alexandria Clisham,1802065122,52
Alexandria Clisham,1802065122,56
Alexandria Clisham,1802065122,38
Murray Dighton,1983479351,90
Murray Dighton,1983479351,29
Murray Dighton,1983479351,84
Lashawn Stile,1874247251,0
Lashawn Stile,1874247251,86
Keri Brooker,1305007883,81
Keri Brooker,1305007883,25
Keri Brooker,1305007883,22
Corina Swamm,1416531034,54
Corina Swamm,1416531034,79
Corina Swamm,1416531034,77
Corina Swamm,1416531034,0
Georgeann Orlandi,1876029986,96
Georgeann Orlandi,1876029986,33
Georgeann Orlandi,1876029986,71
Ryan Osberg,1296580036,87
Ryan Osberg,1296580036,39
Corrie Piech,1976974342,21
Corrie Piech,1976974342,5
Corrie Piech,1976974342,97
Corrie Piech,1976974342,71
Marguerita Muray,1493301206,93
Marguerita Muray,1493301206,55
Clementine Chant,1634969537,4
Clementine Chant,1634969537,3
Socorro Kluber,1286829477,56
Socorro Kluber,1286829477,17
Socorro Kluber,1286829477,86
Delores Garritson,1405669608,24
Delores Garritson,1405669608,33
Delores Garritson,1405669608,8
Delores Garritson,1405669608,94
Estrella Flavin,1846874471,69
Estrella Flavin,1846874471,99
Antione Stakem,1879747421,59
Antione Stakem,1879747421,94
Fawn Schmidbauer,1255493560,40
Fawn Schmidbauer,1255493560,76
Fawn Schmidbauer,1255493560,83
Leena Blyler,1222764107,42
Leena Blyler,1222764107,35
Leena Blyler,1222764107,76
Leena Blyler,1222764107,21
Marianne Zakrajsek,1324648453,93
Marianne Zakrajsek,1324648453,61
Marianne Zakrajsek,1324648453,13
Marianne Zakrajsek,1324648453,90
Macie Laperouse,1876046327,57
Macie Laperouse,1876046327,73
Macie Laperouse,1876046327,70
Macie Laperouse,1876046327,66
Luvenia Longie,1767280182,23
Luvenia Longie,1767280182,74
Sharda Weneck,1042200286,88
Sharda Weneck,1042200286,13
Yuette Brustkern,1540935492,4
Yuette Brustkern,1540935492,16
Yuette Brustkern,1540935492,19
Dallas Frase,1287231608,98
Dallas Frase,1287231608,54
Dallas Frase,1287231608,53
Aurora Ruwet,1125093971,5
Aurora Ruwet,1125093971,35
Aurora Ruwet,1125093971,55
Cathryn Kosa,1511304950,16
Cathryn Kosa,1511304950,63
Jazmine Sultzer,1354689014,88
Jazmine Sultzer,1354689014,58
Jazmine Sultzer,1354689014,97
Jazmine Sultzer,1354689014,80
Donella Hoversten,1152099761,69
Donella Hoversten,1152099761,25
Donella Hoversten,1152099761,88
Marie Peretti,1680042864,8
Marie Peretti,1680042864,54
Leatrice Juilfs,1105667194,4
Leatrice Juilfs,1105667194,51
Leatrice Juilfs,1105667194,69
Edwardo Reiser,1267411901,41
Edwardo Reiser,1267411901,57
Edwardo Reiser,1267411901,6
Brad Ancell,1235450279,53
Brad Ancell,1235450279,50
Anitra Bufton,1191435064,26
Anitra Bufton,1191435064,49
Alita Forejt,1197097565,40
Alita Forejt,1197097565,89
Virgilio Coberly,1578691603,86
Virgilio Coberly,1578691603,9
Virgilio Coberly,1578691603,57
Irina Duffy,1961920397,50
Irina Duffy,1961920397,59
Irina Duffy,1961920397,14
Elnora Liuzzi,1419542214,80
Elnora Liuzzi,1419542214,62
Elnora Liuzzi,1419542214,63
Elnora Liuzzi,1419542214,36
Gaynelle Banda,1064232051,2
Gaynelle Banda,1064232051,73
Paris Causley,1344244254,23
Paris Causley,1344244254,83
Sherrell Liebermann,1351304695,51
Sherrell Liebermann,1351304695,38
Sherrell Liebermann,1351304695,64
Sherrell Liebermann,1351304695,62
Chan Bacak,1408481188,26
Chan Bacak,1408481188,73
Eugenie Rease,1333428173,2
Eugenie Rease,1333428173,19
Eugenie Rease,1333428173,42
Eugenie Rease,1333428173,6
Antonietta Mimbs,1911199895,49
Antonietta Mimbs,1911199895,66
Ngan Llanas,1011499411,64
Ngan Llanas,1011499411,4
Ngan Llanas,1011499411,2
Ronnie Wisham,1653713844,79
Ronnie Wisham,1653713844,79
Ronnie Wisham,1653713844,29
Ronnie Wisham,1653713844,10
Ward Witthoeft,1281607959,61
Ward Witthoeft,1281607959,10
Ward Witthoeft,1281607959,43
Ward Witthoeft,1281607959,3
Judie Lavesque,1259328706,15
Judie Lavesque,1259328706,87
Judie Lavesque,1259328706,13
Eileen Arnett,1096522339,70
Eileen Arnett,1096522339,99
Keva Sliffe,1309941229,70
Keva Sliffe,1309941229,84
Carlos Ruppert,1617579975,83
Carlos Ruppert,1617579975,70
Carlos Ruppert,1617579975,25
Alishia Utz,1319917420,56
Alishia Utz,1319917420,15
Melony Schnader,1398854908,47
Melony Schnader,1398854908,53
Melony Schnader,1398854908,12
Melony Schnader,1398854908,62
Mui Marcellus,1329878368,31
Mui Marcellus,1329878368,13
Jillian Chicas,1504793450,49
Jillian Chicas,1504793450,50
Jillian Chicas,1504793450,13
Otelia Principato,1876593822,44
Otelia Principato,1876593822,19
Otelia Principato,1876593822,51
Otelia Principato,1876593822,31
Carmelia Peet,1670088114,39
Carmelia Peet,1670088114,15
Carmelia Peet,1670088114,94
Carmelia Peet,1670088114,6
Shirley Feliz,1726687976,56
Shirley Feliz,1726687976,32
Shirley Feliz,1726687976,91
Leonor Goldtrap,1522396015,27
Leonor Goldtrap,1522396015,37
Leonor Goldtrap,1522396015,56
Florencia Rockenbaugh,1584068894,78
Florencia Rockenbaugh,1584068894,7
Florencia Rockenbaugh,1584068894,42
Eleni Bramhall,1371249021,73
Eleni Bramhall,1371249021,52
Eleni Bramhall,1371249021,18
Aurelia Brisbin,1754924589,18
Aurelia Brisbin,1754924589,98
Brent Riska,1236831535,94
Brent Riska,1236831535,71
Brent Riska,1236831535,48
Brittany Younes,1609948247,14
Brittany Younes,1609948247,84
Brittany Younes,1609948247,58
Brittany Younes,1609948247,44
Tristan Creath,1138639789,51
Tristan Creath,1138639789,10
Torie Gessel,1995377029,1
Torie Gessel,1995377029,10
Hye Buckhalter,1182211114,86
Hye Buckhalter,1182211114,39
Richard Denwood,1099989349,63
Richard Denwood,1099989349,24
Mazie Racina,1608200529,35
Mazie Racina,1608200529,89
Mazie Racina,1608200529,54
Crystal Sower,1036203054,40
Crystal Sower,1036203054,2
Crystal Sower,1036203054,41
Crystal Sower,1036203054,35
Elke Brozyna,1064016896,88
Elke Brozyna,1064016896,10
Roman Sobran,1349530980,87
Roman Sobran,1349530980,21
Marcos Hailstock,1313220625,21
Marcos Hailstock,1313220625,79
Marcos Hailstock,1313220625,79
Mercy Tappen,1502092994,89
Mercy Tappen,1502092994,57
Mercy Tappen,1502092994,99
Mercy Tappen,1502092994,88
Philomena Shead,1832051821,74
Philomena Shead,1832051821,48
Tonia Guintanilla,1096068919,73
Tonia Guintanilla,1096068919,45
Tonia Guintanilla,1096068919,1
Tory Curtsinger,1712304329,54
Tory Curtsinger,1712304329,21
Tory Curtsinger,1712304329,0
Tory Curtsinger,1712304329,45
Ileana Salloum,1033074347,65
Ileana Salloum,1033074347,93
Teofila Schiefer,1240172334,43
Teofila Schiefer,1240172334,56
Teofila Schiefer,1240172334,11
Cherryl Cazares,1840191691,59
Cherryl Cazares,1840191691,96
Cherryl Cazares,1840191691,75
Cherryl Cazares,1840191691,54
Suzanna Allder,1762608563,66
Suzanna Allder,1762608563,91
Suzanna Allder,1762608563,64
Suzanna Allder,1762608563,10
Abigail Douthart,1694813061,15
Abigail Douthart,1694813061,45
Abigail Douthart,1694813061,53
Abigail Douthart,1694813061,6
Dierdre Voorhis,1764149503,1
Dierdre Voorhis,1764149503,18
Karyn Minerd,1099011970,25
Karyn Minerd,1099011970,8
Rebbeca Moricca,1064459289,82
Rebbeca Moricca,1064459289,77
Charmain Carberry,1585356386,43
Charmain Carberry,1585356386,38
Charmain Carberry,1585356386,78
Vaughn Draheim,1297237999,19
Vaughn Draheim,1297237999,48
Vaughn Draheim,1297237999,32
Brock Malla,1969611338,50
Brock Malla,1969611338,17
Rashad Toscano,1817467751,84
Rashad Toscano,1817467751,26
Jodi Bobson,1158179960,61
Jodi Bobson,1158179960,39
Loren Pehler,1710003161,30
Loren Pehler,1710003161,43
Mary Ramrez,1668157429,92
Mary Ramrez,1668157429,39
Ha Sciotti,1755301218,70
Ha Sciotti,1755301218,0
Adam Favreau,1105516176,77
Adam Favreau,1105516176,81
Adam Favreau,1105516176,34
Nidia Krakowski,1867508005,96
Nidia Krakowski,1867508005,73
Nidia Krakowski,1867508005,76
Nidia Krakowski,1867508005,62
Junior Vazguez,1659290204,34
Junior Vazguez,1659290204,62
Junior Vazguez,1659290204,29
Junior Vazguez,1659290204,76
Kimbery Fenger,1529907738,85
Kimbery Fenger,1529907738,86
Beckie Poirot,1406812751,20
Beckie Poirot,1406812751,80
Laraine Strahle,1426489411,5
Laraine Strahle,1426489411,21
Jovan Silker,1471505720,22
Jovan Silker,1471505720,23
Jovan Silker,1471505720,98
Blossom Angione,1311069523,21
Blossom Angione,1311069523,7
Blossom Angione,1311069523,58
Blossom Angione,1311069523,25
Leda Mytych,1469132492,47
Leda Mytych,1469132492,43
Leda Mytych,1469132492,86
Vince Stelter,1866394567,6
Vince Stelter,1866394567,86
Vince Stelter,1866394567,23
Vince Stelter,1866394567,95
Markita Knittle,1712505677,77
Markita Knittle,1712505677,35
Markita Knittle,1712505677,47
Markita Knittle,1712505677,34
Nanci Hammerstrom,1519228394,65
Nanci Hammerstrom,1519228394,9
Miguelina Kyllonen,1979418380,6
Miguelina Kyllonen,1979418380,55
Bobbie Cioffi,1336160752,38
Bobbie Cioffi,1336160752,93
Bobbie Cioffi,1336160752,3
Minh Balducci,1520153506,43
Minh Balducci,1520153506,57
Minh Balducci,1520153506,3
Malcom Gorsline,1439370321,18
Malcom Gorsline,1439370321,51
Thalia Shearier,1983875279,53
Thalia Shearier,1983875279,16
Reynaldo Tanoue,1707169734,10
Reynaldo Tanoue,1707169734,43
Reynaldo Tanoue,1707169734,79
Reynaldo Tanoue,1707169734,7
Neal Doucett,1835682211,62
Neal Doucett,1835682211,59
Neal Doucett,1835682211,40
Jerrod Allendorf,1730023092,73
Jerrod Allendorf,1730023092,85
Mark Hohnson,1552981078,88
Mark Hohnson,1552981078,50
Mark Hohnson,1552981078,57
Pattie Nowack,1218709648,90
Pattie Nowack,1218709648,86
Pattie Nowack,1218709648,92
Daina Christi,1746480481,76
Daina Christi,1746480481,29
Daina Christi,1746480481,8
Pura Chappa,1505004322,98
Pura Chappa,1505004322,14
Pura Chappa,1505004322,80
Pura Chappa,1505004322,69
Terry Nederostek,1930614029,19
Terry Nederostek,1930614029,60
Terry Nederostek,1930614029,48
Terry Nederostek,1930614029,22
Selene Guider,1061781906,82
Selene Guider,1061781906,32
Vanita Lillie,1358970812,99
Vanita Lillie,1358970812,38
Eunice Flaker,1957699082,91
Eunice Flaker,1957699082,93
Eunice Flaker,1957699082,60
Gabriela Arismendez,1486512940,38
Gabriela Arismendez,1486512940,29
Gabriela Arismendez,1486512940,73
Emelina Norn,1656400470,63
Emelina Norn,1656400470,15
Chadwick Harney,1393100143,32
Chadwick Harney,1393100143,8
Marvis Villalpando,1598021954,9
Marvis Villalpando,1598021954,7
Marvis Villalpando,1598021954,61
Marvis Villalpando,1598021954,3
Cordie Tenenbaum,1866019949,8
Cordie Tenenbaum,1866019949,82
Cordie Tenenbaum,1866019949,98
Lessie Wun,1095256796,31
Lessie Wun,1095256796,96
Lessie Wun,1095256796,63
Chanel Chappell,1474933893,25
Chanel Chappell,1474933893,20
Chanel Chappell,1474933893,48
Quincy Tassoni,1031165361,3
Quincy Tassoni,1031165361,60
Quincy Tassoni,1031165361,88
Quincy Tassoni,1031165361,8
Danica Tomaro,1603735037,37
Danica Tomaro,1603735037,10
Danica Tomaro,1603735037,66
Vena Yessios,1473834115,81
Vena Yessios,1473834115,57
Vena Yessios,1473834115,74
Vena Yessios,1473834115,5
Arleen Allphin,1767744892,5
Arleen Allphin,1767744892,60
Bethel Tadman,1228062274,13
Bethel Tadman,1228062274,23
Fanny Yusi,1927550039,68
Fanny Yusi,1927550039,87
Fanny Yusi,1927550039,33
Fanny Yusi,1927550039,25
Sherrill Waddups,1584275656,44
